Year,Units,Federal state,GeoCode,County,Value
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,60.765
2001,1.000 EUR,,,,57.945
2002,1.000 EUR,,,,60.105
2003,1.000 EUR,,,,58.436
2004,1.000 EUR,,,,64.922
2005,1.000 EUR,,,,62.227
2006,1.000 EUR,,,,65.217
2007,1.000 EUR,,,,68.643
2008,1.000 EUR,,,,67.437
2009,1.000 EUR,,,,64.804
2010,1.000 EUR,,,,74.71
2011,1.000 EUR,,,,77.046
2012,1.000 EUR,,,,77.531
2013,1.000 EUR,,,,73.719
2014,1.000 EUR,,,,74.817
2015,1.000 EUR,,,,82.193
2016,1.000 EUR,,,,83.262
2017,1.000 EUR,,,,85.492
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,48.73
2001,1.000 EUR,,,,49.237
2002,1.000 EUR,,,,47.256
2003,1.000 EUR,,,,46.161
2004,1.000 EUR,,,,45.597
2005,1.000 EUR,,,,45.434
2006,1.000 EUR,,,,45.475
2007,1.000 EUR,,,,48.042
2008,1.000 EUR,,,,48.856
2009,1.000 EUR,,,,50.167
2010,1.000 EUR,,,,50.745
2011,1.000 EUR,,,,51.67
2012,1.000 EUR,,,,52.654
2013,1.000 EUR,,,,53.173
2014,1.000 EUR,,,,53.549
2015,1.000 EUR,,,,54.334
2016,1.000 EUR,,,,55.143
2017,1.000 EUR,,,,55.606
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,21.534
2001,1.000 EUR,,,,21.973
2002,1.000 EUR,,,,22.248
2003,1.000 EUR,,,,23.405
2004,1.000 EUR,,,,23.927
2005,1.000 EUR,,,,23.348
2006,1.000 EUR,,,,23.837
2007,1.000 EUR,,,,24.428
2008,1.000 EUR,,,,25.231
2009,1.000 EUR,,,,24.718
2010,1.000 EUR,,,,25.022
2011,1.000 EUR,,,,26.348
2012,1.000 EUR,,,,26.93
2013,1.000 EUR,,,,28.228
2014,1.000 EUR,,,,28.952
2015,1.000 EUR,,,,29.783
2016,1.000 EUR,,,,30.122
2017,1.000 EUR,,,,31.018
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,26.674
2001,1.000 EUR,,,,27.049
2002,1.000 EUR,,,,27.207
2003,1.000 EUR,,,,27.486
2004,1.000 EUR,,,,27.401
2005,1.000 EUR,,,,28.975
2006,1.000 EUR,,,,28.567
2007,1.000 EUR,,,,28.978
2008,1.000 EUR,,,,29.766
2009,1.000 EUR,,,,30.565
2010,1.000 EUR,,,,32.239
2011,1.000 EUR,,,,31.993
2012,1.000 EUR,,,,33.58
2013,1.000 EUR,,,,34.563
2014,1.000 EUR,,,,35.53
2015,1.000 EUR,,,,35.756
2016,1.000 EUR,,,,36.862
2017,1.000 EUR,,,,37.337
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,31.39
2001,1.000 EUR,,,,31.329
2002,1.000 EUR,,,,33.006
2003,1.000 EUR,,,,32.456
2004,1.000 EUR,,,,32.519
2005,1.000 EUR,,,,32.593
2006,1.000 EUR,,,,33.928
2007,1.000 EUR,,,,35.463
2008,1.000 EUR,,,,38.16
2009,1.000 EUR,,,,38.432
2010,1.000 EUR,,,,39.993
2011,1.000 EUR,,,,42.442
2012,1.000 EUR,,,,43.9
2013,1.000 EUR,,,,46.566
2014,1.000 EUR,,,,49.594
2015,1.000 EUR,,,,49.9
2016,1.000 EUR,,,,50.334
2017,1.000 EUR,,,,51.8
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,24.134
2001,1.000 EUR,,,,24.361
2002,1.000 EUR,,,,24.403
2003,1.000 EUR,,,,25.672
2004,1.000 EUR,,,,26.542
2005,1.000 EUR,,,,26.846
2006,1.000 EUR,,,,28.598
2007,1.000 EUR,,,,29.815
2008,1.000 EUR,,,,28.392
2009,1.000 EUR,,,,27.292
2010,1.000 EUR,,,,29.135
2011,1.000 EUR,,,,31.122
2012,1.000 EUR,,,,35.356
2013,1.000 EUR,,,,35.368
2014,1.000 EUR,,,,35.395
2015,1.000 EUR,,,,36.058
2016,1.000 EUR,,,,36.111
2017,1.000 EUR,,,,37.528
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,29.541
2001,1.000 EUR,,,,29.39
2002,1.000 EUR,,,,29.98
2003,1.000 EUR,,,,29.416
2004,1.000 EUR,,,,28.68
2005,1.000 EUR,,,,30.262
2006,1.000 EUR,,,,32.86
2007,1.000 EUR,,,,37.883
2008,1.000 EUR,,,,42.004
2009,1.000 EUR,,,,39.325
2010,1.000 EUR,,,,37.365
2011,1.000 EUR,,,,38.063
2012,1.000 EUR,,,,38.263
2013,1.000 EUR,,,,41.613
2014,1.000 EUR,,,,39.773
2015,1.000 EUR,,,,44.174
2016,1.000 EUR,,,,46.149
2017,1.000 EUR,,,,47.711
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,16.544
2001,1.000 EUR,,,,16.316
2002,1.000 EUR,,,,16.912
2003,1.000 EUR,,,,17.491
2004,1.000 EUR,,,,17.379
2005,1.000 EUR,,,,17.809
2006,1.000 EUR,,,,18.904
2007,1.000 EUR,,,,20.355
2008,1.000 EUR,,,,19.83
2009,1.000 EUR,,,,19.63
2010,1.000 EUR,,,,20.222
2011,1.000 EUR,,,,21.926
2012,1.000 EUR,,,,22.897
2013,1.000 EUR,,,,23.808
2014,1.000 EUR,,,,24.797
2015,1.000 EUR,,,,24.661
2016,1.000 EUR,,,,24.478
2017,1.000 EUR,,,,24.968
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,16.054
2001,1.000 EUR,,,,16.212
2002,1.000 EUR,,,,16.529
2003,1.000 EUR,,,,16.151
2004,1.000 EUR,,,,16.704
2005,1.000 EUR,,,,17.039
2006,1.000 EUR,,,,17.039
2007,1.000 EUR,,,,18.061
2008,1.000 EUR,,,,18.932
2009,1.000 EUR,,,,18.873
2010,1.000 EUR,,,,18.588
2011,1.000 EUR,,,,19.225
2012,1.000 EUR,,,,20.068
2013,1.000 EUR,,,,20.332
2014,1.000 EUR,,,,20.89
2015,1.000 EUR,,,,22.006
2016,1.000 EUR,,,,22.189
2017,1.000 EUR,,,,23.278
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,16.53
2001,1.000 EUR,,,,16.69
2002,1.000 EUR,,,,16.986
2003,1.000 EUR,,,,16.993
2004,1.000 EUR,,,,17.728
2005,1.000 EUR,,,,18.461
2006,1.000 EUR,,,,18.596
2007,1.000 EUR,,,,20.519
2008,1.000 EUR,,,,20.529
2009,1.000 EUR,,,,18.001
2010,1.000 EUR,,,,21.332
2011,1.000 EUR,,,,23.092
2012,1.000 EUR,,,,23.294
2013,1.000 EUR,,,,24.993
2014,1.000 EUR,,,,26.25
2015,1.000 EUR,,,,28.395
2016,1.000 EUR,,,,28.913
2017,1.000 EUR,,,,30.355
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,19.333
2001,1.000 EUR,,,,20.935
2002,1.000 EUR,,,,21.737
2003,1.000 EUR,,,,23.161
2004,1.000 EUR,,,,23.708
2005,1.000 EUR,,,,23.202
2006,1.000 EUR,,,,26.672
2007,1.000 EUR,,,,28.562
2008,1.000 EUR,,,,27.965
2009,1.000 EUR,,,,22.994
2010,1.000 EUR,,,,30.122
2011,1.000 EUR,,,,33.194
2012,1.000 EUR,,,,32.857
2013,1.000 EUR,,,,32.711
2014,1.000 EUR,,,,34.54
2015,1.000 EUR,,,,38.864
2016,1.000 EUR,,,,38.509
2017,1.000 EUR,,,,37.083
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,12.982
2001,1.000 EUR,,,,13.33
2002,1.000 EUR,,,,13.679
2003,1.000 EUR,,,,13.691
2004,1.000 EUR,,,,14.25
2005,1.000 EUR,,,,14.288
2006,1.000 EUR,,,,14.724
2007,1.000 EUR,,,,15.287
2008,1.000 EUR,,,,16.725
2009,1.000 EUR,,,,15.812
2010,1.000 EUR,,,,16.695
2011,1.000 EUR,,,,17.794
2012,1.000 EUR,,,,18.469
2013,1.000 EUR,,,,19.198
2014,1.000 EUR,,,,20.218
2015,1.000 EUR,,,,21.469
2016,1.000 EUR,,,,21.662
2017,1.000 EUR,,,,21.6
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,12.793
2001,1.000 EUR,,,,13.009
2002,1.000 EUR,,,,13.101
2003,1.000 EUR,,,,12.966
2004,1.000 EUR,,,,13.128
2005,1.000 EUR,,,,12.926
2006,1.000 EUR,,,,13.236
2007,1.000 EUR,,,,13.795
2008,1.000 EUR,,,,14.675
2009,1.000 EUR,,,,14.615
2010,1.000 EUR,,,,14.766
2011,1.000 EUR,,,,15.283
2012,1.000 EUR,,,,15.443
2013,1.000 EUR,,,,15.904
2014,1.000 EUR,,,,15.839
2015,1.000 EUR,,,,16.495
2016,1.000 EUR,,,,16.976
2017,1.000 EUR,,,,17.493
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,16.45
2001,1.000 EUR,,,,16.461
2002,1.000 EUR,,,,17.002
2003,1.000 EUR,,,,17.126
2004,1.000 EUR,,,,17.597
2005,1.000 EUR,,,,17.237
2006,1.000 EUR,,,,18.181
2007,1.000 EUR,,,,18.992
2008,1.000 EUR,,,,19.638
2009,1.000 EUR,,,,19.639
2010,1.000 EUR,,,,19.737
2011,1.000 EUR,,,,21.104
2012,1.000 EUR,,,,21.87
2013,1.000 EUR,,,,23.529
2014,1.000 EUR,,,,23.759
2015,1.000 EUR,,,,24.749
2016,1.000 EUR,,,,25.488
2017,1.000 EUR,,,,26.41
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,12.279
2001,1.000 EUR,,,,12.552
2002,1.000 EUR,,,,12.923
2003,1.000 EUR,,,,13.058
2004,1.000 EUR,,,,13.397
2005,1.000 EUR,,,,12.88
2006,1.000 EUR,,,,13.497
2007,1.000 EUR,,,,14.446
2008,1.000 EUR,,,,15.037
2009,1.000 EUR,,,,14.881
2010,1.000 EUR,,,,15.196
2011,1.000 EUR,,,,15.572
2012,1.000 EUR,,,,15.763
2013,1.000 EUR,,,,16.394
2014,1.000 EUR,,,,16.848
2015,1.000 EUR,,,,17.689
2016,1.000 EUR,,,,18.242
2017,1.000 EUR,,,,18.803
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,20.433
2001,1.000 EUR,,,,20.399
2002,1.000 EUR,,,,20.903
2003,1.000 EUR,,,,20.187
2004,1.000 EUR,,,,21.288
2005,1.000 EUR,,,,23.479
2006,1.000 EUR,,,,23.886
2007,1.000 EUR,,,,24.605
2008,1.000 EUR,,,,26.284
2009,1.000 EUR,,,,26.878
2010,1.000 EUR,,,,28.075
2011,1.000 EUR,,,,29.134
2012,1.000 EUR,,,,31.076
2013,1.000 EUR,,,,30.779
2014,1.000 EUR,,,,32.613
2015,1.000 EUR,,,,34.738
2016,1.000 EUR,,,,35.413
2017,1.000 EUR,,,,35.134
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,11.209
2001,1.000 EUR,,,,11.258
2002,1.000 EUR,,,,11.443
2003,1.000 EUR,,,,11.385
2004,1.000 EUR,,,,11.478
2005,1.000 EUR,,,,11.842
2006,1.000 EUR,,,,12.26
2007,1.000 EUR,,,,12.888
2008,1.000 EUR,,,,13.131
2009,1.000 EUR,,,,12.712
2010,1.000 EUR,,,,13.122
2011,1.000 EUR,,,,13.933
2012,1.000 EUR,,,,14.407
2013,1.000 EUR,,,,14.693
2014,1.000 EUR,,,,15.2
2015,1.000 EUR,,,,15.82
2016,1.000 EUR,,,,16.145
2017,1.000 EUR,,,,16.398
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,29.903
2001,1.000 EUR,,,,30.071
2002,1.000 EUR,,,,30.087
2003,1.000 EUR,,,,31.086
2004,1.000 EUR,,,,32.771
2005,1.000 EUR,,,,35.006
2006,1.000 EUR,,,,36.135
2007,1.000 EUR,,,,38.375
2008,1.000 EUR,,,,37.927
2009,1.000 EUR,,,,35.384
2010,1.000 EUR,,,,37.633
2011,1.000 EUR,,,,42.012
2012,1.000 EUR,,,,40.611
2013,1.000 EUR,,,,41.584
2014,1.000 EUR,,,,42.44
2015,1.000 EUR,,,,43.362
2016,1.000 EUR,,,,44.048
2017,1.000 EUR,,,,44.092
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,18.772
2001,1.000 EUR,,,,19.234
2002,1.000 EUR,,,,19.599
2003,1.000 EUR,,,,20.002
2004,1.000 EUR,,,,20.444
2005,1.000 EUR,,,,21.053
2006,1.000 EUR,,,,21.299
2007,1.000 EUR,,,,22.94
2008,1.000 EUR,,,,23.739
2009,1.000 EUR,,,,22.668
2010,1.000 EUR,,,,24.074
2011,1.000 EUR,,,,23.407
2012,1.000 EUR,,,,24.183
2013,1.000 EUR,,,,24.106
2014,1.000 EUR,,,,24.862
2015,1.000 EUR,,,,24.494
2016,1.000 EUR,,,,25.029
2017,1.000 EUR,,,,27.46
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,17.802
2001,1.000 EUR,,,,17.551
2002,1.000 EUR,,,,17.907
2003,1.000 EUR,,,,18.057
2004,1.000 EUR,,,,18.747
2005,1.000 EUR,,,,19.84
2006,1.000 EUR,,,,19.915
2007,1.000 EUR,,,,20.635
2008,1.000 EUR,,,,20.499
2009,1.000 EUR,,,,19.003
2010,1.000 EUR,,,,20.673
2011,1.000 EUR,,,,22.087
2012,1.000 EUR,,,,22.986
2013,1.000 EUR,,,,21.853
2014,1.000 EUR,,,,23.267
2015,1.000 EUR,,,,23.588
2016,1.000 EUR,,,,24.745
2017,1.000 EUR,,,,26.258
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,20.677
2001,1.000 EUR,,,,22.956
2002,1.000 EUR,,,,22.482
2003,1.000 EUR,,,,21.716
2004,1.000 EUR,,,,23.33
2005,1.000 EUR,,,,25.238
2006,1.000 EUR,,,,28.822
2007,1.000 EUR,,,,30.918
2008,1.000 EUR,,,,33.617
2009,1.000 EUR,,,,27.499
2010,1.000 EUR,,,,27.848
2011,1.000 EUR,,,,27.986
2012,1.000 EUR,,,,30.276
2013,1.000 EUR,,,,28.692
2014,1.000 EUR,,,,32.787
2015,1.000 EUR,,,,34.822
2016,1.000 EUR,,,,32.617
2017,1.000 EUR,,,,33.122
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,27.08
2001,1.000 EUR,,,,27.661
2002,1.000 EUR,,,,28.346
2003,1.000 EUR,,,,29.106
2004,1.000 EUR,,,,30.499
2005,1.000 EUR,,,,30.951
2006,1.000 EUR,,,,31.873
2007,1.000 EUR,,,,33.408
2008,1.000 EUR,,,,33.851
2009,1.000 EUR,,,,30.876
2010,1.000 EUR,,,,34.477
2011,1.000 EUR,,,,35.814
2012,1.000 EUR,,,,36.553
2013,1.000 EUR,,,,36.059
2014,1.000 EUR,,,,37.166
2015,1.000 EUR,,,,38.133
2016,1.000 EUR,,,,38.894
2017,1.000 EUR,,,,39.417
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,19.131
2001,1.000 EUR,,,,19.098
2002,1.000 EUR,,,,18.938
2003,1.000 EUR,,,,18.531
2004,1.000 EUR,,,,18.468
2005,1.000 EUR,,,,19.395
2006,1.000 EUR,,,,20.233
2007,1.000 EUR,,,,20.202
2008,1.000 EUR,,,,20.869
2009,1.000 EUR,,,,21.201
2010,1.000 EUR,,,,22.209
2011,1.000 EUR,,,,23.32
2012,1.000 EUR,,,,24.074
2013,1.000 EUR,,,,24.389
2014,1.000 EUR,,,,25.007
2015,1.000 EUR,,,,24.593
2016,1.000 EUR,,,,24.644
2017,1.000 EUR,,,,28.103
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,22.629
2001,1.000 EUR,,,,23.657
2002,1.000 EUR,,,,24.498
2003,1.000 EUR,,,,24.883
2004,1.000 EUR,,,,25.276
2005,1.000 EUR,,,,25.796
2006,1.000 EUR,,,,27.531
2007,1.000 EUR,,,,28.986
2008,1.000 EUR,,,,28.239
2009,1.000 EUR,,,,27.374
2010,1.000 EUR,,,,28.372
2011,1.000 EUR,,,,29.993
2012,1.000 EUR,,,,30.626
2013,1.000 EUR,,,,31.3
2014,1.000 EUR,,,,32.213
2015,1.000 EUR,,,,32.679
2016,1.000 EUR,,,,33.966
2017,1.000 EUR,,,,35.019
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,12.845
2001,1.000 EUR,,,,13.232
2002,1.000 EUR,,,,14.155
2003,1.000 EUR,,,,14.525
2004,1.000 EUR,,,,15.143
2005,1.000 EUR,,,,15.421
2006,1.000 EUR,,,,16.113
2007,1.000 EUR,,,,16.619
2008,1.000 EUR,,,,17.053
2009,1.000 EUR,,,,16.493
2010,1.000 EUR,,,,17.769
2011,1.000 EUR,,,,18.689
2012,1.000 EUR,,,,19.452
2013,1.000 EUR,,,,19.794
2014,1.000 EUR,,,,20.795
2015,1.000 EUR,,,,21.385
2016,1.000 EUR,,,,22.363
2017,1.000 EUR,,,,23.35
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,14.699
2001,1.000 EUR,,,,15.234
2002,1.000 EUR,,,,16.128
2003,1.000 EUR,,,,16.794
2004,1.000 EUR,,,,17.529
2005,1.000 EUR,,,,18.021
2006,1.000 EUR,,,,20.102
2007,1.000 EUR,,,,21.41
2008,1.000 EUR,,,,22.816
2009,1.000 EUR,,,,21.18
2010,1.000 EUR,,,,22.899
2011,1.000 EUR,,,,23.772
2012,1.000 EUR,,,,23.283
2013,1.000 EUR,,,,23.377
2014,1.000 EUR,,,,24.617
2015,1.000 EUR,,,,25.114
2016,1.000 EUR,,,,26.467
2017,1.000 EUR,,,,27.037
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
1994,1.000 EUR,,,,
1995,1.000 EUR,,,,
1996,1.000 EUR,,,,
1997,1.000 EUR,,,,
1998,1.000 EUR,,,,
1999,1.000 EUR,,,,
2000,1.000 EUR,,,,15.471
2001,1.000 EUR,,,,15.212
2002,1.000 EUR,,,,15.922
2003,1.000 EUR,,,,16.331
2004,1.000 EUR,,,,16.995
2005,1.000 EUR,,,,16.82
2006,1.000 EUR,,,,17.9
2007,1.000 EUR,,,,18.787
2008,1.000 EUR,,,,19.379
2009,1.000 EUR,,,,18.979
2010,1.000 EUR,,,,19.765
2011,1.000 EUR,,,,20.812
2012,1.000 EUR,,,,21.369
2013,1.000 EUR,,,,21.893
2014,1.000 EUR,,,,22.73
2015,1.000 EUR,,,,23.514
2016,1.000 EUR,,,,24.158
2017,1.000 EUR,,,,24.989
2018,1.000 EUR,,,,
2019,1.000 EUR,,,,
2020,1.000 EUR,,,,
2021,1.000 EUR,,,,
1991,1.000 EUR,,,,
1992,1.000 EUR,,,,
1993,1.000 EUR,,,,
